facility,data,carrier,volume
SPR7,25/07/2026,J&T Slow,1
SPR7,25/07/2026,Jad,1
SPR7,25/07/2026,Loggi,1
SPR8,25/07/2026,J&T Fast,1
SPR8,25/07/2026,Jad,6
SPR8,25/07/2026,Loggi,63
SRD1,25/07/2026,Carvalima,5
SRD2,25/07/2026,Carvalima,1
SRD2,25/07/2026,J&T Nodos,7
SRJ10,25/07/2026,J&T Slow,1
SRJ10,25/07/2026,Loggi,1
SRJ13,25/07/2026,J&T Slow,1
SRJ2,25/07/2026,J&T Fast,1
SRJ2,25/07/2026,Loggi,1
SRJ8,25/07/2026,Jad,1
SRN1,25/07/2026,Jad,3
SRS2,25/07/2026,Loggi,1
SRS8,25/07/2026,J&T Slow,1
SRS8,25/07/2026,Loggi,1
SRS9,25/07/2026,Dominalog,1
SRS9,25/07/2026,J&T Slow,12
SRS9,25/07/2026,Loggi,1
SSC1,25/07/2026,J&T Fast,1
SSC1,25/07/2026,J&T Slow,1
SSC1,25/07/2026,Loggi,1
SSC2,25/07/2026,J&T Slow,2
SSC3,25/07/2026,J&T Slow,15
SSC3,25/07/2026,Jad,1
SSC3,25/07/2026,Loggi,44
SSC4,25/07/2026,Loggi,1
SSC7,25/07/2026,Dominalog,3
SSC7,25/07/2026,Jad,3
SSC7,25/07/2026,Loggi,25
SSC8,25/07/2026,Loggi,1
SSE1,25/07/2026,Dominalog,1
SSE1,25/07/2026,J&T Slow,1
SSE1,25/07/2026,Jad,7
SSE1,25/07/2026,Loggi,2
SSP11,25/07/2026,J&T Fast,1
SSP11,25/07/2026,J&T Slow,4
SSP13,25/07/2026,J&T Slow,2
SSP13,25/07/2026,Loggi,7
SSP14,25/07/2026,Loggi,1
SSP15,25/07/2026,J&T Fast,1
SSP15,25/07/2026,J&T Slow,1
SSP15,25/07/2026,Loggi,1
SSP16,25/07/2026,Loggi,4
SSP17,25/07/2026,Loggi,1
SSP18,25/07/2026,Dominalog,13
SSP18,25/07/2026,J&T Slow,1
SSP18,25/07/2026,Jad,5
SSP18,25/07/2026,Loggi,12
SSP20,25/07/2026,J&T Fast,1
SSP20,25/07/2026,J&T Slow,1
SSP22,25/07/2026,J&T Slow,1
SSP22,25/07/2026,Loggi,1
SSP23,25/07/2026,Dominalog,1
SSP23,25/07/2026,Jad,2
SSP23,25/07/2026,Loggi,5
SSP24,25/07/2026,Jad,1
SSP24,25/07/2026,Loggi,1
SSP25,25/07/2026,Loggi,2
SSP26,25/07/2026,Dominalog,1
SSP26,25/07/2026,J&T Slow,9
SSP26,25/07/2026,Jad,3
SSP26,25/07/2026,Loggi,3
SSP28,25/07/2026,Jad,1
SSP29,25/07/2026,Dominalog,1
SSP29,25/07/2026,Loggi,1
SSP3,25/07/2026,Dominalog,7
SSP3,25/07/2026,J&T Fast,13
SSP3,25/07/2026,J&T Slow,69
SSP3,25/07/2026,Jad,2
SSP3,25/07/2026,Loggi,67
SSP30,25/07/2026,J&T Slow,1
SSP30,25/07/2026,Loggi,2
SSP31,25/07/2026,Dominalog,1
SSP34,25/07/2026,J&T Slow,1
SSP36,25/07/2026,Jad,2
SSP37,25/07/2026,J&T Slow,3
SSP4,25/07/2026,Jad,1
SSP40,25/07/2026,J&T Slow,1
SSP45,25/07/2026,J&T Slow,1
SSP45,25/07/2026,Loggi,1
SSP48,25/07/2026,J&T Fast,1
SSP48,25/07/2026,Loggi,1
SSP5,25/07/2026,J&T Slow,1
SSP5,25/07/2026,Loggi,1
SSP52,25/07/2026,Loggi,1
SSP6,25/07/2026,J&T Fast,1
SSP7,25/07/2026,J&T Fast,2
SSP7,25/07/2026,J&T Slow,24
SSP7,25/07/2026,Jad,1
SSP7,25/07/2026,Loggi,5
SSP8,25/07/2026,J&T Fast,1
SSP9,25/07/2026,J&T Slow,1
SSP9,25/07/2026,Loggi,1
XMG1,25/07/2026,J&T Fast,590
XMG1,25/07/2026,J&T Slow,24797
XSP4,25/07/2026,J&T Slow,10663
XSP4,25/07/2026,Jad,237
XSP4,25/07/2026,Loggi,112
XVCVL1,25/07/2026,Carvalima,1
XVDOM1,25/07/2026,Jad,1
XVDOM1,25/07/2026,Loggi,2
XVJAD1,25/07/2026,Carvalima,1
XVJAD1,25/07/2026,Jad,10
XVLOG1,25/07/2026,Dominalog,1
XVLOG1,25/07/2026,Jad,8
XVLOG1,25/07/2026,Loggi,2
XVSP02,25/07/2026,J&T Slow,1
XVSP04,25/07/2026,J&T Slow,2
XVSP04,25/07/2026,Jad,39
XVSP14,25/07/2026,J&T Slow,1
XVXSP9,25/07/2026,J&T Slow,1
BRRJ02,26/07/2026,PAC,68
BRXSP9,26/07/2026,Imile Fast,1
EAL1,26/07/2026,Jad,3
EAL3,26/07/2026,Jad,2
EAM3,26/07/2026,Jad,5
EAM3,26/07/2026,Loggi,10
EBA11,26/07/2026,Jad,1
EBA12,26/07/2026,Dominalog,1
EBA12,26/07/2026,Jad,2
EBA14,26/07/2026,J&T Slow,7
EBA14,26/07/2026,Jad,3
EBA16,26/07/2026,Loggi,1
EBA17,26/07/2026,J&T Fast,1
EBA19,26/07/2026,J&T Slow,1
EBA19,26/07/2026,Jad,2
EBA19,26/07/2026,Loggi,1
EBA2,26/07/2026,Loggi,1
EBA27,26/07/2026,J&T Fast,1
EBA3,26/07/2026,J&T Slow,1
EBA30,26/07/2026,J&T Slow,1
EBA8,26/07/2026,J&T Slow,1
EBA9,26/07/2026,J&T Slow,1
ECE1,26/07/2026,J&T Slow,1
ECE1,26/07/2026,Jad,1
ECE2,26/07/2026,J&T Fast,1
ECE2,26/07/2026,J&T Slow,1
ECE2,26/07/2026,Jad,8
ECE3,26/07/2026,J&T Fast,1
ECE3,26/07/2026,J&T Slow,3
ECE3,26/07/2026,Loggi,6
ECE4,26/07/2026,Dominalog,1
ECE4,26/07/2026,Loggi,3
ECE5,26/07/2026,J&T Fast,1
ECE5,26/07/2026,J&T Slow,1
ECE5,26/07/2026,Jad,1
EDF12,26/07/2026,Jad,1
EES6,26/07/2026,Loggi,1
EES7,26/07/2026,J&T Slow,1
EGO11,26/07/2026,J&T Fast,1
EGO12,26/07/2026,J&T Fast,1
EGO12,26/07/2026,J&T Slow,2
EGO19,26/07/2026,J&T Slow,2
EGO2,26/07/2026,J&T Slow,7
EGO2,26/07/2026,Jad,1
EGO2,26/07/2026,Loggi,2
EGO20,26/07/2026,J&T Slow,1
EGO21,26/07/2026,J&T Slow,1
EGO3,26/07/2026,Loggi,1
EGO6,26/07/2026,J&T Slow,1
EGO6,26/07/2026,Jad,1
EJP1,26/07/2026,Jad,1
EJP1,26/07/2026,Loggi,1
EJP2,26/07/2026,J&T Fast,1
EJP2,26/07/2026,Jad,2
EJP2,26/07/2026,Loggi,2
EJP3,26/07/2026,Loggi,2
EJP4,26/07/2026,J&T Fast,2
EJP4,26/07/2026,J&T Slow,1
EJP4,26/07/2026,Jad,2
EJP4,26/07/2026,Loggi,1
EMG13,26/07/2026,Loggi,1
EMG18,26/07/2026,J&T Fast,1
EMG18,26/07/2026,Loggi,18
EMG28,26/07/2026,Loggi,1
EMG29,26/07/2026,J&T Slow,4
EMG35,26/07/2026,J&T Fast,1
EMG35,26/07/2026,J&T Slow,8
EMG35,26/07/2026,Jad,4
EMG36,26/07/2026,J&T Slow,3
EMG39,26/07/2026,J&T Fast,1
EMN2,26/07/2026,Imile Fast,1
EMN4,26/07/2026,Dominalog,1
EMN4,26/07/2026,Jad,1
EMN4,26/07/2026,Loggi,1
EMN5,26/07/2026,Jad,1
EMR1,26/07/2026,Carvalima,1
EMR1,26/07/2026,J&T Slow,1
EMR10,26/07/2026,Carvalima,1
EMR13,26/07/2026,Carvalima,1
EMR18,26/07/2026,J&T Slow,1
EMR3,26/07/2026,Carvalima,2
EMR3,26/07/2026,J&T Slow,2
EMR4,26/07/2026,J&T Slow,2
EMR5,26/07/2026,Carvalima,2
EMR8,26/07/2026,Carvalima,3
EPA2,26/07/2026,Carvalima,1
EPA2,26/07/2026,Imile Fast,1
EPA4,26/07/2026,Carvalima,1
EPA4,26/07/2026,J&T Fast,1
EPA5,26/07/2026,Carvalima,1
EPE1,26/07/2026,J&T Slow,1
EPE1,26/07/2026,Jad,1
EPE2,26/07/2026,J&T Slow,2
EPE2,26/07/2026,Jad,2
EPE3,26/07/2026,J&T Slow,3
EPE3,26/07/2026,Jad,6
EPE4,26/07/2026,J&T Slow,1
EPE4,26/07/2026,Jad,1
EPE5,26/07/2026,Jad,1
EPI6,26/07/2026,J&T Slow,2
EPI6,26/07/2026,Jad,4
EPI6,26/07/2026,Loggi,1
EPI7,26/07/2026,Jad,1
EPR12,26/07/2026,J&T Slow,1
EPR3,26/07/2026,Jad,1
EPR4,26/07/2026,Jad,1
EPR6,26/07/2026,J&T Slow,1
EPR6,26/07/2026,Loggi,2
EPR7,26/07/2026,J&T Slow,3
ERD2,26/07/2026,Carvalima,4
ERD2,26/07/2026,Imile Fast,1
ERD3,26/07/2026,J&T Nodos,6
ERJ6,26/07/2026,J&T Slow,1
ERJ7,26/07/2026,J&T Slow,1
ERN1,26/07/2026,J&T Slow,1
ERN1,26/07/2026,Jad,2
ERN1,26/07/2026,Loggi,1
ERN2,26/07/2026,Jad,4
ERN3,26/07/2026,Jad,2
ERN3,26/07/2026,Loggi,3
ERN4,26/07/2026,Jad,1
ERS14,26/07/2026,Dominalog,1
ERS2,26/07/2026,J&T Slow,1
ERS5,26/07/2026,J&T Slow,1
ERS5,26/07/2026,Loggi,1
ESC14,26/07/2026,J&T Slow,11
ESC14,26/07/2026,Jad,2
ESC15,26/07/2026,J&T Slow,1
ESC2,26/07/2026,Loggi,2
ESC3,26/07/2026,J&T Slow,2
ESC3,26/07/2026,Jad,1
ESC6,26/07/2026,Dominalog,1
ESC7,26/07/2026,Jad,2
ESC7,26/07/2026,Loggi,4
ESP17,26/07/2026,Dominalog,1
ESP9,26/07/2026,Loggi,2
ETO2,26/07/2026,J&T Fast,1
ETO4,26/07/2026,Imile Fast,1
ETO4,26/07/2026,J&T Fast,1
ETO6,26/07/2026,J&T Slow,1
MPR2,26/07/2026,J&T Fast,1
SAL1,26/07/2026,J&T Slow,3
SAL1,26/07/2026,Jad,4
SAL1,26/07/2026,Loggi,2
SAM1,26/07/2026,Imile Fast,95
SAM1,26/07/2026,J&T Slow,2
SAM1,26/07/2026,Jad,24
SAM1,26/07/2026,Loggi,11
SBA1,26/07/2026,J&T Fast,3
SBA1,26/07/2026,J&T Slow,3
SBA1,26/07/2026,Jad,4
SBA2,26/07/2026,J&T Slow,3
SBA2,26/07/2026,Jad,10
SBA6,26/07/2026,J&T Fast,3
SBA6,26/07/2026,J&T Slow,1
SBA6,26/07/2026,Jad,1
SCE1,26/07/2026,Jad,9
SC_ZS,26/07/2026,J&T Slow,3
SDF1,26/07/2026,J&T Nodos,1
SDF1,26/07/2026,Jad,1
SDF2,26/07/2026,J&T Nodos,2
SDF2,26/07/2026,J&T Slow,2
SES1,26/07/2026,J&T Slow,1
SES1,26/07/2026,Loggi,1
SES2,26/07/2026,J&T Slow,2
SES2,26/07/2026,Loggi,1
SGO1,26/07/2026,J&T Slow,3
SGO1,26/07/2026,Jad,1
SGO1,26/07/2026,Loggi,1
SJP1,26/07/2026,Dominalog,1
SJP1,26/07/2026,J&T Fast,1
SJP1,26/07/2026,Jad,2
SJP1,26/07/2026,Loggi,2
SMG1,26/07/2026,Jad,1
SMG10,26/07/2026,J&T Slow,7
SMG10,26/07/2026,Jad,3
SMG10,26/07/2026,Loggi,3
SMG11,26/07/2026,J&T Fast,7
SMG11,26/07/2026,J&T Slow,44
SMG11,26/07/2026,Loggi,32
SMG15,26/07/2026,J&T Slow,2
SMG6,26/07/2026,J&T Slow,1
SMG6,26/07/2026,Loggi,5
SMG7,26/07/2026,J&T Slow,8
SMG7,26/07/2026,Loggi,1
SMG8,26/07/2026,J&T Fast,2
SMG8,26/07/2026,J&T Slow,9
SMG8,26/07/2026,Loggi,14
SMN1,26/07/2026,Imile Fast,1
SMN1,26/07/2026,Imile Slow,1
SMN1,26/07/2026,Jad,1
SMR1,26/07/2026,Carvalima,2
SMR2,26/07/2026,Carvalima,2
SMR2,26/07/2026,J&T Slow,3
SMS1,26/07/2026,Loggi,1
SPA1,26/07/2026,J&T Fast,1
SPR1,26/07/2026,Loggi,1
SPR11,26/07/2026,Dominalog,1
SPR11,26/07/2026,J&T Fast,1
SPR11,26/07/2026,J&T Slow,58
SPR11,26/07/2026,Jad,15
SPR11,26/07/2026,Loggi,33
SPR2,26/07/2026,J&T Slow,1
SPR8,26/07/2026,Dominalog,1
SPR8,26/07/2026,J&T Slow,8
SPR8,26/07/2026,Jad,2
SPR8,26/07/2026,Loggi,49
SRJ1,26/07/2026,J&T Slow,1
SRJ12,26/07/2026,Jad,1
SRJ7,26/07/2026,J&T Slow,2
SRN1,26/07/2026,J&T Slow,1
SRN1,26/07/2026,Jad,6
SRN1,26/07/2026,Loggi,1
SRS7,26/07/2026,J&T Slow,2
SRS7,26/07/2026,Loggi,3
SRS9,26/07/2026,J&T Slow,2
SRS9,26/07/2026,Loggi,3
SSC1,26/07/2026,J&T Slow,5
SSC1,26/07/2026,Jad,1
SSC2,26/07/2026,J&T Fast,2
SSC2,26/07/2026,J&T Slow,55
SSC2,26/07/2026,Jad,18
SSC2,26/07/2026,Loggi,3
SSC3,26/07/2026,Loggi,1
SSC4,26/07/2026,Loggi,1
SSC7,26/07/2026,J&T Fast,3
SSC7,26/07/2026,J&T Slow,3
SSC7,26/07/2026,Jad,3
SSC7,26/07/2026,Loggi,23
SSC8,26/07/2026,J&T Slow,2
SSC8,26/07/2026,Jad,1
SSC9,26/07/2026,J&T Fast,1
SSC9,26/07/2026,Loggi,1
SSE1,26/07/2026,J&T Fast,1
SSE1,26/07/2026,J&T Slow,3
SSE1,26/07/2026,Jad,12
SSP11,26/07/2026,J&T Slow,2
SSP12,26/07/2026,Loggi,1
SSP13,26/07/2026,J&T Fast,1
SSP15,26/07/2026,J&T Fast,1
SSP16,26/07/2026,J&T Slow,1
SSP16,26/07/2026,Loggi,1
SSP18,26/07/2026,Dominalog,2
SSP18,26/07/2026,J&T Slow,13
SSP18,26/07/2026,Loggi,11
SSP20,26/07/2026,Loggi,1
SSP21,26/07/2026,J&T Slow,1
SSP23,26/07/2026,J&T Slow,1
SSP23,26/07/2026,Loggi,3
SSP25,26/07/2026,Loggi,2
SSP26,26/07/2026,J&T Slow,10
SSP26,26/07/2026,Loggi,1
SSP27,26/07/2026,Dominalog,1
SSP27,26/07/2026,J&T Fast,1
SSP28,26/07/2026,Carvalima,1
SSP29,26/07/2026,Loggi,1
SSP3,26/07/2026,J&T Fast,1
SSP3,26/07/2026,J&T Slow,1
SSP30,26/07/2026,J&T Slow,4
SSP30,26/07/2026,Loggi,2
SSP31,26/07/2026,J&T Fast,1
SSP38,26/07/2026,J&T Fast,1
SSP38,26/07/2026,Loggi,1
SSP40,26/07/2026,J&T Slow,2
SSP40,26/07/2026,Loggi,2
SSP45,26/07/2026,J&T Slow,2
SSP45,26/07/2026,Loggi,2
SSP48,26/07/2026,J&T Slow,2
SSP48,26/07/2026,Loggi,1
SSP5,26/07/2026,J&T Slow,1
SSP51,26/07/2026,J&T Slow,1
SSP7,26/07/2026,Loggi,1
SSP8,26/07/2026,J&T Fast,1
ARENA,27/07/2026,J&T Nodos,626
ARENA,27/07/2026,Jad,2
BRAAL1,27/07/2026,Jad,11
BRAAM1,27/07/2026,Carvalima,16
BRAAM1,27/07/2026,Jad,14
BRAAM1,27/07/2026,Loggi,11
BRABA1,27/07/2026,Jad,2
BRABA1,27/07/2026,Loggi,1
BRACE1,27/07/2026,Jad,6
BRAES1,27/07/2026,Jad,2
BRAES1,27/07/2026,Loggi,1
BRAGO1,27/07/2026,Carvalima,1
BRAGO1,27/07/2026,Jad,1
BRAGO1,27/07/2026,Loggi,2
BRAJP1,27/07/2026,Jad,4
BRAJP1,27/07/2026,Loggi,1
BRAMT1,27/07/2026,Carvalima,2
BRAPA1,27/07/2026,Jad,2
BRAPE1,27/07/2026,Jad,1
BRAPI1,27/07/2026,Jad,1
BRARS1,27/07/2026,Loggi,2
BRASP1,27/07/2026,Carvalima,22
BRASP1,27/07/2026,Dominalog,3
BRASP1,27/07/2026,J&T Slow,37
BRASP1,27/07/2026,Jad,23
BRASP1,27/07/2026,Loggi,17
BRBA01,27/07/2026,J&T Nodos,947
BRBA01,27/07/2026,J&T Slow,1
BRBA01,27/07/2026,PAC,23
BRBA02,27/07/2026,J&T Nodos,10
BRBA02,27/07/2026,PAC,179
BRBA02,27/07/2026,Sedex,5
BRMG03,27/07/2026,PAC,1
BRPR01,27/07/2026,J&T Slow,2
BRRC01,27/07/2026,PAC,42
BRRC02,27/07/2026,PAC,371
BRRC03,27/07/2026,PAC,43
BRRJ02,27/07/2026,J&T Slow,4
BRRS01,27/07/2026,J&T Slow,1
BRSC02,27/07/2026,J&T Slow,6
BRSC02,27/07/2026,PAC,75
BRSC02,27/07/2026,Sedex,2
BRSP02,27/07/2026,J&T Fast,1934
BRSP02,27/07/2026,J&T Slow,16236
BRSP02,27/07/2026,PAC,714
BRSP02,27/07/2026,Sedex,2
BRSP04,27/07/2026,J&T Fast,1518
BRSP04,27/07/2026,J&T Slow,22701
BRSP04,27/07/2026,PAC,68
BRSP04,27/07/2026,Sedex,1
BRSP06,27/07/2026,PAC,2
BRSP06,27/07/2026,Sedex,2
BRSP10,27/07/2026,PAC,8
BRSP10,27/07/2026,Sedex,5
BRSP14,27/07/2026,J&T Fast,809
BRSP14,27/07/2026,J&T Slow,27271
BRSP14,27/07/2026,PAC,5
BRSP15,27/07/2026,J&T Slow,1
BRSP15,27/07/2026,PAC,27
BRSP15,27/07/2026,Sedex,13
BRSP18,27/07/2026,J&T Slow,1
BRSP19,27/07/2026,J&T Slow,1
BRSP30,27/07/2026,PAC,1
BRXGO1,27/07/2026,Jad,1
BRXSP10,27/07/2026,J&T Nodos,1819
BRXSP14,27/07/2026,Jad,1
BRXSP16,27/07/2026,J&T Nodos,5
BRXSP17,27/07/2026,Dominalog,1
BRXSP17,27/07/2026,Jad,1
BRXSP17,27/07/2026,Loggi,7
BRXSP23,27/07/2026,Dominalog,3
BRXSP23,27/07/2026,Imile Fast,12
BRXSP23,27/07/2026,J&T Slow,16041
BRXSP23,27/07/2026,Loggi,9
BRXSP5,27/07/2026,J&T Nodos,685
BRXSP9,27/07/2026,Carvalima,5125
BRXSP9,27/07/2026,Dominalog,1589
BRXSP9,27/07/2026,Imile Fast,8600
BRXSP9,27/07/2026,Imile Slow,6091
BRXSP9,27/07/2026,J&T Fast,8360
BRXSP9,27/07/2026,J&T Nodos,12579
BRXSP9,27/07/2026,J&T Slow,97970
BRXSP9,27/07/2026,Jad,2363
BRXSP9,27/07/2026,Loggi,4471
CAMPINAS,27/07/2026,Carvalima,1
CAMPINAS,27/07/2026,J&T Nodos,56
CAMPINAS,27/07/2026,Jad,4
CAMPINAS,27/07/2026,Loggi,2
EAL1,27/07/2026,J&T Slow,1
EAM1,27/07/2026,Carvalima,1
EAM2,27/07/2026,Carvalima,3
EAM3,27/07/2026,Imile Fast,7
EAM3,27/07/2026,Jad,7
EAM3,27/07/2026,Loggi,25
EBA10,27/07/2026,Dominalog,1
EBA10,27/07/2026,Jad,1
EBA11,27/07/2026,Jad,1
EBA12,27/07/2026,Loggi,2
EBA14,27/07/2026,J&T Slow,6
EBA14,27/07/2026,Jad,1
EBA18,27/07/2026,Jad,1
EBA19,27/07/2026,J&T Slow,2
EBA19,27/07/2026,Jad,2
EBA21,27/07/2026,Jad,2
EBA27,27/07/2026,Jad,1
EBA29,27/07/2026,J&T Slow,1
EBA29,27/07/2026,Jad,1
EBA3,27/07/2026,J&T Slow,1
EBA3,27/07/2026,Jad,1
EBA32,27/07/2026,Loggi,1
EBA4,27/07/2026,J&T Slow,2
EBA4,27/07/2026,Jad,1
EBA4,27/07/2026,Loggi,1
EBA6,27/07/2026,J&T Slow,1
ECE1,27/07/2026,J&T Slow,1
ECE1,27/07/2026,Jad,1
ECE2,27/07/2026,J&T Slow,1
ECE2,27/07/2026,Jad,2
ECE3,27/07/2026,J&T Fast,1
ECE5,27/07/2026,Jad,1
EDF1,27/07/2026,J&T Slow,1
EDF7,27/07/2026,Jad,1
EDF8,27/07/2026,J&T Nodos,1
EES2,27/07/2026,Loggi,2
EES3,27/07/2026,J&T Fast,1
EES3,27/07/2026,J&T Slow,6
EES3,27/07/2026,Jad,4
EES3,27/07/2026,Loggi,32
EES6,27/07/2026,J&T Fast,1
EES6,27/07/2026,J&T Slow,9
EES6,27/07/2026,Jad,1
EES6,27/07/2026,Loggi,9
EES7,27/07/2026,Jad,1
EES8,27/07/2026,J&T Slow,1
EES8,27/07/2026,Loggi,2
EGO2,27/07/2026,J&T Slow,1
EJP1,27/07/2026,Jad,1
EMG11,27/07/2026,Loggi,1
EMG15,27/07/2026,Jad,1
EMG16,27/07/2026,J&T Slow,2
EMG18,27/07/2026,Loggi,3
EMG19,27/07/2026,Loggi,1
EMG22,27/07/2026,J&T Slow,1
EMG22,27/07/2026,Jad,1
EMG33,27/07/2026,Loggi,1
EMG34,27/07/2026,J&T Slow,1
EMG34,27/07/2026,Loggi,4
EMG36,27/07/2026,Loggi,1
EMG39,27/07/2026,Jad,1
EMN1,27/07/2026,Jad,2
EMN3,27/07/2026,Jad,1
EMN5,27/07/2026,Imile Fast,1
EMN5,27/07/2026,Jad,1
EMR10,27/07/2026,J&T Slow,1
EMR11,27/07/2026,Carvalima,1
EMR13,27/07/2026,Carvalima,1
EMR13,27/07/2026,J&T Slow,1
EMR14,27/07/2026,Carvalima,1
EMR15,27/07/2026,Carvalima,1
EMR3,27/07/2026,J&T Slow,5
EMR5,27/07/2026,Carvalima,1
EMR6,27/07/2026,Carvalima,1
EMR7,27/07/2026,Carvalima,2
EMR7,27/07/2026,J&T Slow,5
EMR8,27/07/2026,Carvalima,1
EMS4,27/07/2026,Carvalima,1
EMS6,27/07/2026,Carvalima,1
EMS7,27/07/2026,Carvalima,1
EPA2,27/07/2026,Carvalima,1
EPA2,27/07/2026,J&T Fast,2
EPA3,27/07/2026,Carvalima,1
EPA3,27/07/2026,Loggi,1
EPA4,27/07/2026,J&T Fast,6
EPA5,27/07/2026,Carvalima,2
EPA6,27/07/2026,Loggi,1
EPA7,27/07/2026,Jad,1
EPA8,27/07/2026,J&T Fast,1
EPA8,27/07/2026,Loggi,1
EPE4,27/07/2026,J&T Slow,1
EPE5,27/07/2026,J&T Slow,1
EPI5,27/07/2026,Jad,1
EPR13,27/07/2026,Jad,1
EPR4,27/07/2026,Loggi,1
EPR6,27/07/2026,Loggi,2
ERD1,27/07/2026,J&T Slow,1
ERD2,27/07/2026,Loggi,1
ERD3,27/07/2026,Carvalima,1
ERD3,27/07/2026,J&T Nodos,1
ERD4,27/07/2026,J&T Nodos,6
ERJ2,27/07/2026,J&T Slow,4
ERJ2,27/07/2026,Jad,1
ERJ2,27/07/2026,Loggi,3
ERJ5,27/07/2026,J&T Slow,3
ERJ5,27/07/2026,Loggi,3
ERJ7,27/07/2026,Loggi,1
